features,location,price
 106 m²  85 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 95.000
 177 m²  177 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 84.000
 119 m²  119 m²  2 hab.  1 baño  6 estac. ,"Mitad del Mundo, Quito",USD 99.000
 1500 m²  1200 m²  5 hab.  5 baños  5 estac. ,"El Condado, Quito",USD 450.000
 247 m²  247 m²  6 hab.  4 baños  3 estac. ,"Ponceano, Quito",USD 180.000
 3900 m²  980 m²  5 hab.  7 baños  6 estac. ,"Cumbayá, Quito",USD 2.600.000
 320 m²  223 m²  5 hab.  2 baños  4 estac. ,"Norte de Quito, Quito",USD 149.999
 1780 m²  1000 m²  4 hab.  6 baños  6 estac. ,"El Batán, Quito",USD 850.000
 300 m²  198 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 230.000
 265 m²  230 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 290.000
 425 m²  315 m²  6 hab.  4 baños  3 estac. ,"El Batán, Quito",USD 312.000
 587 m²  426 m²  10 hab.  6 baños  2 estac. ,"Sur de Quito, Quito",USD 165.000
 600 m²  512 m²  2 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 600.000
 313 m²  253 m²  4 hab.  4 baños  2 estac. ,"Norte de Quito, Quito",USD 400.000
 550 m²  210 m²  3 hab.  2 baños  3 estac. ,"Yaruqui, Quito",USD 500
 1005 m²  400 m²  5 hab.  4 baños  5 estac. ,"Conocoto, Quito",USD 350.000
 210 m²  210 m²  3 hab.  2 baños ,"Norte de Quito, Quito",USD 67.000
 130 m²  83 m²  2 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 46.000
 146 m²  146 m²  3 hab.  2 baños  2 estac. ,"Amagasí, Quito",USD 158.000
 551 m²  252 m²  3 hab.  2 baños  3 estac. ,"Los Chillos, Quito",USD 175.000
 314 m²  314 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 295.000
 216 m²  196 m²  4 hab.  2 baños  1 estac. ,"El Inca, Quito",USD 128.369
 178 m²  178 m²  4 hab.  3 baños  1 estac. ,"San Carlos, Quito",USD 140.000
 215 m²  189 m²  6 hab.  2 baños  3 estac. ,"Carcelén, Quito",USD 125.000
 368 m²  368 m²  6 hab.  4 baños  2 estac. ,"Ponceano, Quito",USD 299.000
 265 m²  265 m²  6 hab.  4 baños  2 estac. ,"Sur de Quito, Quito",USD 95.000
 2000 m²  240 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 620.000
 435 m²  280 m²  4 hab.  3 baños  2 estac. ,"El Pinar, Quito",USD 260.000
 260 m²  260 m²  6 hab.  4 baños  4 estac. ,"Los Chillos, Quito",USD 190.000
 601 m²  601 m²  12 hab.  6 baños  4 estac. ,"Centro de Quito, Quito",USD 140.000
 356 m²  341 m²  9 hab.  3 baños  2 estac. ,"Pomasqui, Quito",USD 175.000
 1500 m²  900 m²  5 hab.  5 baños  3 estac. ,"Cumbayá, Quito",USD 720.000
 204 m²  142 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 133.000
 336 m²  198 m²  4 hab.  3 baños  3 estac. ,"Centro Norte, Quito",USD 220.000
 233 m²  188 m²  3 hab.  2 baños  1 estac. ,"Alangasí, Quito",USD 115.000
 290 m²  290 m²  11 hab.  4 baños  1 estac. ,"Sur de Quito, Quito",USD 93.000
 184 m²  184 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 119.000
 160 m²  148 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 108.000
 799 m²  667 m²  6 hab.  5 baños  5 estac. ,"La Armenia, Quito",USD 380.000
 358 m²  358 m²  5 hab.  4 baños  5 estac. ,"San Rafael, Quito",USD 240.000
 1200 m²  800 m²  4 hab.  4 baños  8 estac. ,"Cumbayá, Quito",USD 1.200.000
 256 m²  192 m²  4 hab.  3 baños  3 estac. ,"Norte de Quito, Quito",USD 170.000
 270 m²  245 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 287.000
 512 m²  316 m²  3 hab.  3 baños  4 estac. ,"Cumbayá, Quito",USD 360.000
 130 m²  130 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 130.000
 230 m²  224 m²  4 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 159.000
 108 m²  90 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 78.000
 3335 m²  440 m²  3 hab.  3 baños  10 estac. ,"Los Chillos, Quito",USD 489.000
 127 m²  117 m²  3 hab.  2 baños  1 estac. ,"El Condado, Quito",USD 95.000
 126 m²  107 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 81.000
 178 m²  143 m²  9 hab.  4 baños  1 estac. ,"Sur de Quito, Quito",USD 103.000
 141 m²  141 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 104.490
 229 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 235.000
 500 m²  247 m²  4 hab.  3 baños  3 estac. ,"Norte de Quito, Quito",USD 260.000
 110 m²  110 m²  3 hab.  3 baños  1 estac. ,"Sangolqui, Quito",USD 89.000
 295 m²  236 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 175.000
 346 m²  166 m²  3 hab.  2 baños  1 estac. ,"Sangolqui, Quito",USD 142.000
 216 m²  150 m²  3 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 170.000
 590 m²  327 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 420.000
 250 m²  168 m²  3 hab.  2 baños  3 estac. ,"Norte de Quito, Quito",USD 169.000
 555 m²  356 m²  4 hab.  3 baños  5 estac. ,"Cumbayá, Quito",USD 450.000
 1000 m²  700 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.250.000
 1260 m²  691 m²  4 hab.  4 baños  3 estac. ,"Tumbaco, Quito",USD 600.000
 500 m²  350 m²  5 hab.  5 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 80 m²  80 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 50.000
 600 m²  600 m²  7 baños  2 estac. ,"Sur de Quito, Quito",USD 240.000
 360 m²  272 m²  3 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 189.999
 264 m²  345 m²  18 hab.  7 baños ,"Norte de Quito, Quito",USD 125.000
 162 m²  14 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 255.000
 300 m²  300 m²  4 hab.  2 baños  3 estac. ,"Granda Centeno, Quito",USD 200.000
 780 m²  380 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 450.000
 1300 m²  1300 m²  10 hab.  10 baños  10 estac. ,"Centro de Quito, Quito",USD 499.000
 2500 m²  1350 m²  5 hab.  5 baños  6 estac. ,"Puembo, Quito",USD 3.200.000
 310 m²  280 m²  3 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 250.000
 650 m²  500 m²  5 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 375.000
 123 m²  108 m²  3 hab.  2 baños  1 estac. ,"Conocoto, Quito",USD 85.000
 150 m²  150 m²  3 hab.  2 baños  4 estac. ,"Tumbaco, Quito",USD 166.000
 180 m²  200 m²  4 hab.  3 baños  3 estac. ,"La Armenia, Quito",USD 150.000
 397 m²  397 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 450.000
 380 m²  380 m²  8 hab.  2 baños ,"Centro de Quito, Quito",USD 98.000
 2403 m²  960 m²  9 baños  10 estac. ,"Centro Norte, Quito",USD 750.000
 500 m²  375 m²  3 hab.  3 baños  2 estac. ,"La Armenia, Quito",USD 310.000
 182 m²  126 m²  2 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 75.000
 2400 m²  500 m²  4 hab.  4 baños  4 estac. ,"Pifo, Quito",USD 489.000
 1680 m²  680 m²  4 hab.  4 baños  4 estac. ,"Calderón, Quito",USD 420.000
 2558 m²  570 m²  4 hab.  4 baños  4 estac. ,"Monteserrín, Quito",USD 1.280.000
 320 m²  320 m²  3 hab.  3 baños  2 estac. ,"El Batán, Quito",USD 299.000
 420 m²  400 m²  8 hab.  7 baños  2 estac. ,"Calderón, Quito",USD 180.000
 167 m²  112 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 115.000
 176 m²  138 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 85.000
 80 m²  61 m²  3 hab.  1 baño  1 estac. ,"Sur de Quito, Quito",USD 55.000
 464 m²  464 m²  4 hab.  2 baños  3 estac. ,"Centro Norte, Quito",USD 450.000
 220 m²  220 m²  4 hab.  3 baños  2 estac. ,"Carcelén, Quito",USD 155.000
 172 m²  131 m²  4 hab.  3 baños  1 estac. ,"Sangolqui, Quito",USD 98.000
 504 m²  270 m²  3 hab.  3 baños  3 estac. ,"Tumbaco, Quito",USD 299.000
 383 m²  305 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 235.000
 712 m²  587 m²  12 hab.  8 baños  6 estac. ,"Centro Norte, Quito",USD 418.000
 178 m²  178 m²  4 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 65.000
 371 m²  371 m²  4 hab.  7 baños  3 estac. ,"Conocoto, Quito",USD 190.000
 372 m²  372 m²  3 hab.  3 baños  2 estac. ,"Puembo, Quito",USD 512.000
 770 m²  492 m²  7 hab. ,"San Rafael, Quito",USD 319.000
 285 m²  260 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 330.000
 717 m²  717 m²  7 hab.  7 baños  2 estac. ,"Norte de Quito, Quito",USD 350.000
 647 m²  647 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 850.000
 340 m²  260 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 275.000
 1180 m²  658 m²  5 hab.  5 baños ,"San Rafael, Quito",USD 425.000
 219 m²  219 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 159.900
 200 m²  160 m²  3 hab.  3 baños  2 estac. ,"Centro Norte, Quito",USD 129.000
 420 m²  420 m²  9 hab.  5 baños  1 estac. ,"Norte de Quito, Quito",USD 150.000
 340 m²  340 m²  5 hab.  3 baños  3 estac. ,"El Inca, Quito",USD 280.000
 500 m²  450 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 250.000
 433 m²  333 m²  4 hab.  3 baños  3 estac. ,"Conocoto, Quito",USD 197.000
 180 m²  160 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 200.000
 109 m²  90 m²  3 hab.  2 baños  2 estac. ,"Pomasqui, Quito",USD 87.000
 608 m²  510 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 749.000
 325 m²  325 m²  4 hab.  3 baños  2 estac. ,"Centro Norte, Quito",USD 280.000
 325 m²  345 m²  4 hab.  3 baños ,"Los Chillos, Quito",USD 240.000
 1200 m²  1000 m²  20 hab.  9 baños  10 estac. ,"El Bosque , Quito",USD 670.000
 198 m²  198 m²  5 hab.  2 baños  2 estac. ,"Comité del Pueblo, Quito",USD 58.000
 400 m²  300 m²  3 hab.  2 baños ,"Cumbayá, Quito",USD 350.000
 1500 m²  260 m²  3 hab.  2 baños  5 estac. ,"Puembo, Quito",USD 340.000
 220 m²  160 m²  4 hab.  2 baños  2 estac. ,"Ponceano, Quito",USD 83.900
 130 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 110.000
 195 m²  195 m²  4 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 115.000
 1050 m²  400 m²  5 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 670.000
 2200 m²  1000 m²  4 hab.  4 baños  6 estac. ,"Miravalle, Quito",USD 2.200.000
 110 m²  97 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 70.000
 262 m²  176 m²  3 hab.  3 baños  2 estac. ,"Lumbisí, Quito",USD 240.000
 202 m²  161 m²  3 hab.  2 baños  2 estac. ,"Mitad del Mundo, Quito",USD 85.000
 133 m²  133 m²  3 hab.  2 baños  3 estac. ,"Conocoto, Quito",USD 130.000
 235 m²  235 m²  4 hab.  2 baños ,"Conocoto, Quito",USD 140.000
 180 m²  180 m²  3 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 198.000
 520 m²  290 m²  3 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 450.000
 519 m²  219 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 295.000
 551 m²  432 m²  4 hab.  3 baños  4 estac. ,"Norte de Quito, Quito",USD 320.000
 257 m²  221 m²  3 hab.  4 baños  3 estac. ,"Carcelén, Quito",USD 219.000
 750 m²  750 m²  5 hab.  5 baños  3 estac. ,"La Armenia, Quito",USD 430.000
 468 m²  468 m²  6 hab.  5 baños  5 estac. ,"Sur de Quito, Quito",USD 220.000
 992 m²  738 m²  5 hab.  5 baños  6 estac. ,"Centro Norte, Quito",USD 1.300.000
 1017 m²  430 m²  3 hab.  3 baños  5 estac. ,"Cumbayá, Quito",USD 1.100.000
 625 m²  625 m²  12 hab.  4 baños  2 estac. ,"Sur de Quito, Quito",USD 350.000
 125 m²  110 m²  5 hab.  3 baños ,"Carcelén, Quito",USD 90.000
 115 m²  115 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 84.900
 1100 m²  610 m²  5 hab.  5 baños ,"Cumbayá, Quito",USD 1.600.000
 636 m²  380 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 450.000
 155 m²  155 m²  4 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 150.000
 284 m²  230 m²  3 hab.  3 baños  4 estac. ,"Los Chillos, Quito",USD 293.000
 131 m²  131 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 85.000
 417 m²  3 hab.  2 baños  3 estac. ,"Tumbaco, Quito",USD 280.000
 1078 m²  569 m²  5 hab.  3 baños  4 estac. ,"El Condado, Quito",USD 349.000
 250 m²  250 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 350.000
 300 m²  300 m²  4 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 270.000
 896 m²  343 m²  4 hab.  4 baños ,"Tumbaco, Quito",USD 445.000
 436 m²  362 m²  8 hab.  6 baños  4 estac. ,"Norte de Quito, Quito",USD 185.000
 560 m²  500 m²  5 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 455.000
 218 m²  156 m²  2 baños  2 estac. ,"Las Casas, Quito",USD 190.000
 138 m²  112 m²  2 baños  1 estac. ,"Calderón, Quito",USD 70.000
 226 m²  139 m²  3 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 130.000
 489 m²  489 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 500.000
 434 m²  433 m²  11 hab.  5 baños  2 estac. ,"Norte de Quito, Quito",USD 180.000
 240 m²  240 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 250.000
 110 m²  96 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 52.500
 400 m²  300 m²  3 hab.  4 baños  3 estac. ,"Mitad del Mundo, Quito",USD 250.000
 590 m²  387 m²  5 hab.  3 baños  2 estac. ,"Sur de Quito, Quito",USD 145.000
 185 m²  130 m²  3 hab.  2 baños  1 estac. ,"Los Chillos, Quito",USD 92.000
 446 m²  446 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 390.000
 985 m²  650 m²  4 hab.  4 baños  3 estac. ,"Centro de Quito, Quito",USD 700.000
 120 m²  120 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 63.000
 820 m²  700 m²  4 hab.  3 baños  3 estac. ,"Monteserrín, Quito",USD 450.000
 350 m²  240 m²  4 hab.  3 baños  3 estac. ,"Sangolqui, Quito",USD 179.000
 240 m²  220 m²  3 hab.  2 baños  2 estac. ,"Norte de Quito, Quito",USD 120.000
 1500 m²  550 m²  4 hab.  5 baños  4 estac. ,"Cumbayá, Quito",USD 1.100.000
 210 m²  181 m²  4 hab.  2 baños  2 estac. ,"Conocoto, Quito",USD 165.000
 270 m²  200 m²  3 hab.  2 baños  2 estac. ,"Ponceano, Quito",USD 215.000
 360 m²  360 m²  3 hab.  2 baños  2 estac. ,"El Bosque , Quito",USD 300.000
 823 m²  763 m²  5 hab.  4 baños  2 estac. ,"Norte de Quito, Quito",USD 350.000
 219 m²  149 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 98.000
 186 m²  136 m²  3 hab.  2 baños  1 estac. ,"Tumbaco, Quito",USD 129.750
 220 m²  110 m²  3 hab.  2 baños  2 estac. ,"La Armenia, Quito",USD 135.000
 450 m²  450 m²  4 hab.  4 baños  3 estac. ,"Miravalle, Quito",USD 550.000
 294 m²  247 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 230.000
 174 m²  72 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 46.000
 259 m²  188 m²  4 hab.  3 baños  4 estac. ,"Pomasqui, Quito",USD 99.500
 3000 m²  600 m²  3 baños  2 estac. ,"Tumbaco, Quito",USD 720.000
 1000 m²  160 m²  4 hab.  2 baños  3 estac. ,"Guayllabamba, Quito",USD 145.000
 280 m²  154 m²  3 hab.  2 baños  1 estac. ,"Monjas, Quito",USD 125.000
 238 m²  136 m²  4 hab.  3 baños  2 estac. ,"Conocoto, Quito",USD 85.000
 450 m²  450 m²  5 hab.  4 baños  4 estac. ,"Los Chillos, Quito",USD 310.000
 2464 m²  335 m²  3 hab.  3 baños  10 estac. ,"El Quinche, Quito",USD 250.000
 566 m²  381 m²  4 hab.  4 baños  3 estac. ,"Los Chillos, Quito",USD 279.000
 630 m²  630 m²  5 hab.  4 baños ,"El Batán, Quito",USD 480.000
 376 m²  356 m²  17 hab.  2 baños  4 estac. ,"Sur de Quito, Quito",USD 235.000
 240 m²  240 m²  8 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 120.000
 145 m²  145 m²  4 hab.  3 baños  1 estac. ,"Pomasqui, Quito",USD 111.500
 2000 m²  769 m²  3 hab.  3 baños  3 estac. ,"Los Chillos, Quito",USD 430.000
 620 m²  620 m²  4 hab.  5 baños  5 estac. ,"Cumbayá, Quito",USD 380.000
 130 m²  130 m²  4 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 105.000
 500 m²  450 m²  5 hab.  5 baños  10 estac. ,"Conocoto, Quito",USD 385.000
 1400 m²  600 m²  4 hab.  4 baños  6 estac. ,"Los Chillos, Quito",USD 270.000
 275 m²  150 m²  6 hab.  2 baños ,"Sur de Quito, Quito",USD 73.500
 178 m²  178 m²  5 hab.  3 baños ,"Norte de Quito, Quito",USD 155.000
 480 m²  430 m²  3 hab.  4 baños  2 estac. ,"Quito Tenis, Quito",USD 410.000
 604 m²  604 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 650.000
 500 m²  500 m²  4 hab.  4 baños  3 estac. ,"Cumbayá, Quito",USD 880.000
 328 m²  160 m²  3 hab.  2 baños  3 estac. ,"Sangolqui, Quito",USD 130.000
 150 m²  125 m²  3 hab.  2 baños ,"Tumbaco, Quito",USD 129.000
 139 m²  119 m²  3 hab.  2 baños  1 estac. ,"Carcelén, Quito",USD 90.000
 155 m²  155 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 185.000
 175 m²  123 m²  3 hab.  2 baños  2 estac. ,"Los Chillos, Quito",USD 112.000
 1600 m²  536 m²  5 hab.  5 baños  8 estac. ,"Los Chillos, Quito",USD 310.000
 95 m²  95 m²  2 hab.  1 baño  1 estac. ,"El Condado, Quito",USD 65.000
 451 m²  138 m²  3 hab.  2 baños  2 estac. ,"Yaruqui, Quito",USD 109.850
 700 m²  700 m²  7 hab.  4 baños  2 estac. ,"Centro Norte, Quito",USD 490.000
 599 m²  235 m²  3 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 207.800
 500 m²  350 m²  4 baños  2 estac. ,"Cumbayá, Quito",USD 320.000
 900 m²  1100 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 1.500.000
 170 m²  170 m²  3 hab.  2 baños  1 estac. ,"La Floresta, Quito",USD 89.000
 98 m²  98 m²  3 hab.  1 baño  1 estac. ,"Conocoto, Quito",USD 65.000
 150 m²  150 m²  4 hab.  3 baños  1 estac. ,"Sur de Quito, Quito",USD 85.000
 250 m²  242 m²  4 hab.  4 baños  4 estac. ,"Sur de Quito, Quito",USD 120.000
 193 m²  160 m²  3 hab.  2 baños  2 estac. ,"Tumbaco, Quito",USD 160.000
 240 m²  127 m²  3 hab.  2 baños  2 estac. ,"Calderón, Quito",USD 98.000
 1100 m²  400 m²  4 baños  7 estac. ,"Los Chillos, Quito",USD 398.000
 400 m²  350 m²  3 hab.  5 baños  2 estac. ,"Carcelén, Quito",USD 250.000
 590 m²  450 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 670.000
 2000 m²  1100 m²  5 hab.  5 baños  3 estac. ,"Tumbaco, Quito",USD 1.000.000
 600 m²  447 m²  3 hab.  3 baños  10 estac. ,"Norte de Quito, Quito",USD 309.000
 1470 m²  470 m²  4 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 790.000
 159 m²  165 m²  3 hab.  2 baños  2 estac. ,"El Inca, Quito",USD 125.000
 629 m²  285 m²  5 hab.  3 baños  3 estac. ,"Norte de Quito, Quito",USD 159.999
 480 m²  400 m²  6 hab.  4 baños  4 estac. ,"Tumbaco, Quito",USD 115.000
 359 m²  359 m²  8 hab.  4 baños  2 estac. ,"Norte de Quito, Quito",USD 230.000
 295 m²  295 m²  3 baños ,"Sur de Quito, Quito",USD 108.000
 202 m²  202 m²  2 hab.  3 baños ,"Carapungo, Quito",USD 59.000
 324 m²  213 m²  4 hab.  2 baños  1 estac. ,"San Bartolo, Quito",USD 90.000
 462 m²  311 m²  3 hab.  4 baños  3 estac. ,"Nayón - Tanda, Quito",USD 340.000
 535 m²  257 m²  9 hab.  6 baños  6 estac. ,"Sur de Quito, Quito",USD 154.000
 110 m²  86 m²  3 hab.  1 baño  1 estac. ,"Norte de Quito, Quito",USD 79.000
 335 m²  183 m²  4 hab.  3 baños  4 estac. ,"Los Chillos, Quito",USD 185.000
 273 m²  273 m²  11 hab.  4 baños  1 estac. ,"Comité del Pueblo, Quito",USD 104.900
 450 m²  350 m²  4 hab.  4 baños  2 estac. ,"Cumbayá, Quito",USD 390.000
 600 m²  600 m²  6 hab.  5 baños  3 estac. ,"Quito Tenis, Quito",USD 470.000
 362 m²  240 m²  6 hab.  2 baños  5 estac. ,"Sangolqui, Quito",USD 190.000
 149 m²  149 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 98.800
 725 m²  380 m²  3 hab.  3 baños  3 estac. ,"Cumbayá, Quito",USD 440.000
 312 m²  312 m²  3 hab.  3 baños  3 estac. ,"Amagasí, Quito",USD 238.000
 618 m²  618 m²  11 hab.  7 baños  5 estac. ,"La Carolina, Quito",USD 360.000
 262 m²  204 m²  3 hab.  3 baños  2 estac. ,"Los Chillos, Quito",USD 198.000
 40 m²  80 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 72.000
 252 m²  80 m²  3 hab.  1 baño  2 estac. ,"Yaruqui, Quito",USD 28.000
 1900 m²  900 m²  4 hab.  6 baños  6 estac. ,"Monteserrín, Quito",USD 1.750.000
 2900 m²  280 m²  3 hab.  3 baños  4 estac. ,"Tumbaco, Quito",USD 674.500
 490 m²  250 m²  7 hab.  3 baños ,"Carcelén, Quito",USD 275.000
 1109 m²  420 m²  4 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 950.000
 200 m²  153 m²  4 hab.  4 baños  2 estac. ,"El Inca, Quito",USD 120.000
 284 m²  217 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 300.000
 127 m²  107 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 73.000
 433 m²  358 m²  2 estac. ,"Norte de Quito, Quito",USD 250.000
 445 m²  445 m²  5 hab.  4 baños  2 estac. ,"Tumbaco, Quito",USD 320.000
 371 m²  262 m²  4 hab.  3 baños  2 estac. ,"Norte de Quito, Quito",USD 135.000
 350 m²  260 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 234.990
 207 m²  207 m²  4 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 290.000
 507 m²  507 m²  10 hab.  5 baños  5 estac. ,"Centro Norte, Quito",USD 340.000
 2000 m²  700 m²  4 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 2.610.000
 737 m²  737 m²  4 hab.  4 baños  4 estac. ,"Miravalle, Quito",USD 670.000
 364 m²  354 m²  13 hab.  8 baños  3 estac. ,"El Condado, Quito",USD 87.900
 520 m²  320 m²  3 hab.  3 baños  4 estac. ,"El Condado, Quito",USD 270.000
 162 m²  142 m²  3 hab.  3 baños  2 estac. ,"El Condado, Quito",USD 130.000
 254 m²  190 m²  3 hab.  3 baños  2 estac. ,"Tumbaco, Quito",USD 184.999
 1000 m²  750 m²  4 hab.  5 baños  6 estac. ,"Cumbayá, Quito",USD 1.500.000
 432 m²  432 m²  6 hab.  6 baños  2 estac. ,"Quito Tenis, Quito",USD 500.000
 104 m²  74 m²  3 hab.  2 baños  1 estac. ,"Calderón, Quito",USD 60.000
 515 m²  461 m²  6 hab.  6 baños  6 estac. ,"Los Chillos, Quito",USD 239.000
 800 m²  565 m²  4 hab.  5 baños  4 estac. ,"El Batán, Quito",USD 680.000
 180 m²  115 m²  3 hab.  2 baños  2 estac. ,"Sangolqui, Quito",USD 89.000
 235 m²  170 m²  3 hab.  3 baños  2 estac. ,"Cumbayá, Quito",USD 218.000
 260 m²  200 m²  3 hab. ,"Cumbayá, Quito",USD 240.000
 141 m²  75 m²  3 hab.  1 baño  1 estac. ,"Calderón, Quito",USD 45.000
 548 m²  379 m²  4 hab.  4 baños  2 estac. ,"Conocoto, Quito",USD 185.000
 1090 m²  1090 m²  4 hab.  3 baños  4 estac. ,"San Rafael, Quito",USD 321.000
 1028 m²  528 m²  5 hab.  4 baños  1 estac. ,"Sur de Quito, Quito",USD 260.000
 1097 m²  297 m²  4 hab.  3 baños  2 estac. ,"Mitad del Mundo, Quito",USD 185.000
 96 m²  95 m²  3 hab.  2 baños  2 estac. ,"Carcelén, Quito",USD 90.000
 98 m²  98 m²  3 hab.  1 baño  1 estac. ,"Norte de Quito, Quito",USD 69.000
 652 m²  652 m²  8 estac. ,"Centro Norte, Quito",USD 570.000
 290 m²  290 m²  3 hab.  2 estac. ,"Los Chillos, Quito",USD 280.000
 2630 m²  450 m²  3 hab.  2 baños  4 estac. ,"Lumbisí, Quito",USD 850.000
 1155 m²  359 m²  2 hab.  2 baños  20 estac. ,"San Rafael, Quito",USD 410.000
 131 m²  131 m²  3 hab.  2 baños ,"Sur de Quito, Quito",USD 57.000
 2500 m²  348 m²  3 hab.  3 baños  5 estac. ,"Conocoto, Quito",USD 320.000
 1100 m²  570 m²  3 hab.  4 baños  4 estac. ,"Cumbayá, Quito",USD 680.000
 191 m²  191 m²  3 hab.  3 baños  1 estac. ,"El Condado, Quito",USD 115.000
 104 m²  347 m² ,"Sur de Quito, Quito",USD 170.000
 389 m²  246 m²  3 hab.  2 baños  2 estac. ,"Cumbayá, Quito",USD 274.990
 136 m²  85 m²  3 hab.  2 baños  1 estac. ,"El Pinar, Quito",USD 84.000
